"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL2103774";"TIBOLONE";"4.0";"312.45";"0";"3.88";"TIBOLONE";"C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909124";"DRUGMATRIX: Chemokine CCR2B radioligand binding (ligand: [125I] MCP-1)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL4015";"C-C chemokine receptor type 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";""
"CHEMBL2103774";"TIBOLONE";"4.0";"312.45";"0";"3.88";"TIBOLONE";"C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909163";"DRUGMATRIX: Leukotriene LTC4 Synthase enzyme inhibition (substrate: LTA4)";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638235";"Lung";"None";"None";"";"";"";"CHEMBL1909043";"Leukotriene C4 synthase";"Cavia porcellus";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"";""
"CHEMBL2103874";"OCLACITINIB";"2.0";"337.45";"0";"1.45";"11";"CNS(=O)(=O)C[C@H]1CC[C@H](N(C)c2[nH]cnc3nccc2-3)CC1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"23.71";"0.48";"6.55";"8.79";"1";"CHEMBL5245505";"Inhibition of recombinant human JAK1 (852 to 1142 residues)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2835";"Tyrosine-protein kinase JAK1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5244234";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"10.0"
"CHEMBL2103830";"FOSTAMATINIB";"4.0";"580.47";"2";"3.09";"1";"COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC";"IC50";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"8.48";"0.17";"1.83";"2.64";"0";"CHEMBL2350850";"Inhibition of SYK in human whole blood";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL2599";"Tyrosine-protein kinase SYK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346624";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"12.0"
"CHEMBL2103840";"DINACICLIB";"3.0";"396.50";"0";"2.28";"Dinaciclib";"CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5353920";"Antiproliferative activity against human PL45 cells assessed as growth inhibition incubated for 24 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"PL45";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL5352421";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME = 24.0 hr";"";"";"0.015"
"CHEMBL2103840";"DINACICLIB";"3.0";"396.50";"0";"2.28";"11; SCH727965";"CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"22.70";"0.42";"6.72";"9.72";"0";"CHEMBL3856487";"Inhibition of recombinant CDK2/cyclin A (unknown origin) expressed in baculovirus infected Sf9 insect cells using biotinylated histone H1 as substrate after 1 hr by gamma32P-ATP based liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3038469";"CDK2/Cyclin A2";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL3856187";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3308860";"";"";"";"1.0"
"CHEMBL2103874";"OCLACITINIB";"2.0";"337.45";"0";"1.45";"11";"CNS(=O)(=O)C[C@H]1CC[C@H](N(C)c2[nH]cnc3nccc2-3)CC1";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"22.95";"0.46";"6.29";"8.51";"1";"CHEMBL5245506";"Inhibition of recombinant human JAK2 (808 to 1132 residues)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2971";"Tyrosine-protein kinase JAK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5244234";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"18.0"
"CHEMBL2103840";"DINACICLIB";"3.0";"396.50";"0";"2.28";"2; SCH727965";"CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4830408";"Inhibition of human FLT3 using EAIYAAPFAKKK as substrate incubated for 2 hrs by [gamma-33P]-ATP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4828743";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 2.0 hr";"";"";""
"CHEMBL2103830";"FOSTAMATINIB";"4.0";"580.47";"2";"3.09";"44";"COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC";"IC50";"'='";"41.0";"nM";"7.39";"";"";"UO_0000065";"12.73";"0.25";"4.30";"3.96";"0";"CHEMBL5332009";"Inhibition of SYK (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2599";"Tyrosine-protein kinase SYK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331057";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"INHIBITOR";"";"41.0"
"CHEMBL2103875";"TRAMETINIB";"4.0";"615.40";"1";"3.94";"EUB0000124b";"CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1";"IC50";"'='";"2.2";"nM";"8.66";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445908";"Affinity Phenotypic Cellular interaction: (Cytotoxicity sulforhodamine B assay (growth inhibitory activity in human colorectal cancer cell line LoVo, K-Ras mutation)) EUB0000124b MAP2K1";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"LoVo";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL3587";"Dual specificity mitogen-activated protein kinase kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL3307691";"Affinity Phenotypic Cellular Source Knowledge: https://www.spandidos-publications.com/10.3892/ijo.2011.1015";"";"";"2.2"
"CHEMBL2103840";"DINACICLIB";"3.0";"396.50";"0";"2.28";"10; SCH-727965";"CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"21.18";"0.40";"6.12";"9.07";"1";"CHEMBL5253662";"Inhibition of CDK9 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3116";"Cyclin-dependent kinase 9";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252533";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"INHIBITOR";"";"4.0"
"CHEMBL2103830";"FOSTAMATINIB";"4.0";"580.47";"2";"3.09";"30";"COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC";"IC50";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"13.38";"0.27";"4.68";"4.16";"1";"CHEMBL5253668";"Inhibition of SYK (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2599";"Tyrosine-protein kinase SYK";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252533";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"INHIBITOR";"";"17.0"
"CHEMBL2103879";"GANETESPIB";"3.0";"364.41";"0";"3.25";"8, STA-9090";"CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"22.78";"0.42";"5.05";"8.64";"0";"CHEMBL2424067";"Displacement of 5-(3-(3-(6-amino-8-(6-iodobenzo[d][1,3]dioxol-5-ylthio)-9H-purin-9-yl)propyl)thioureido)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from recombinant HSP90beta (unknown origin) after 24 hrs by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4303";"Heat shock protein HSP 90-beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417440";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"5.0"
"CHEMBL2103837";"TAFAMIDIS";"4.0";"308.12";"0";"4.50";"4";"O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1";"IC50";"'='";"410.0";"nM";"6.39";"";"";"UO_0000065";"20.73";"0.44";"1.89";"10.09";"0";"CHEMBL5033188";"Binding affinity to human plasma TTR tetramer assessed as displacement of diclofenac-coupled FITC by fluorescence polarization assay";"B";"BAO_0000366";"cell-free format";"Homo sapiens";"None";"Plasma";"None";"None";"";"";"";"CHEMBL3194";"Transthyretin";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5032506";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"STABILISER";"";"0.41"
"CHEMBL2103840";"DINACICLIB";"3.0";"396.50";"0";"2.28";"10; SCH-727965";"CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12";"IC50";"'='";"18700.0";"nM";"4.73";"";"";"UO_0000065";"11.92";"0.22";"2.45";"5.10";"0";"CHEMBL5253659";"Inhibition of human N-terminal His6-tagged BRDT (21 to 137 residues) expressed in Escherichia coli BL21 (DE3) cells incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1795185";"Bromodomain testis-specific protein";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252533";"1";"Scientific Literature";"J Med Chem";"2016";"None";"TIME = 1.0 hr";"INHIBITOR";"";"18.7"
"CHEMBL2103879";"GANETESPIB";"3.0";"364.41";"0";"3.25";"STA-9090";"CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"22.56";"0.42";"4.97";"8.56";"0";"CHEMBL5371246";"Inhibition of human recombinant HSP90alpha preincubated for 30 mins followed by FITC-GM addition and mesured after 3 hrs by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3880";"Heat shock protein HSP 90-alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5370536";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 3.5 hr";"INHIBITOR";"";"0.006"
"CHEMBL2103879";"GANETESPIB";"3.0";"364.41";"0";"3.25";"STA-9090";"CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O";"IC50";"'='";"6840.0";"nM";"5.17";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5371248";"Antiproliferative activity against human Temozolomide-sensitive U-251 cells assessed as inhibition of cell growth measured after 48 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"U-251";"None";"";"";"";"CHEMBL392";"A549";"Homo sapiens";"CELL-LINE";"CHEMBL5370536";"1";"Scientific Literature";"Eur J Med Chem";"2023";"CHEMBL3307756";"TIME = 48.0 hr";"";"";"6.84"
"CHEMBL2103856";"ATOPAXAR";"2.0";"527.64";"1";"4.79";"COVC-2820811880";"CCOc1cc2c(c(F)c1OCC)C(=N)N(CC(=O)c1cc(N3CCOCC3)c(OC)c(C(C)(C)C)c1)C2";"IC50";"'>'";"19952.62";"nM";"";"";"No. Measurements = 1";"UO_0000065";"";"";"";"";"0";"CHEMBL4651403";"Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours exposure to 0.01 MOI SARS CoV-2 virus by high content imaging";"F";"BAO_0000218";"organism-based format";"Chlorocebus sabaeus";"None";"None";"Vero C1008";"None";"";"";"";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4651402";"57";"IMI-CARE SARS-CoV-2 Data";"";"2021";"CHEMBL4295411";"";"";"";"4.7"
"CHEMBL2103842";"VARLITINIB";"2.0";"466.95";"1";"5.25";"Varlitinib";"C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5227183";"Anticancer activity against human Hs-578T cells assessed as cell growth inhibition incubated for 72 hrs by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Hs-578T";"None";"";"";"";"CHEMBL614645";"Hs-578T";"Homo sapiens";"CELL-LINE";"CHEMBL5226297";"1";"Scientific Literature";"J Med Chem";"2021";"CHEMBL3307672";"TIME = 72.0 hr";"";"";"10.0"
"CHEMBL1203370";"";"None";"527.10";"1";"6.24";"33";"Cl.Fc1ccc(C(OCCN2CCC3CCC(C2)N3CCCc2ccccc2)c2ccc(F)cc2)cc1";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"14.03";"0.26";"0.65";"43.83";"0";"CHEMBL673210";"Binding affinity for rat Dopamine transporter.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL338";"Dopamine transporter";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1133553";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"130.0"
"CHEMBL2103840";"DINACICLIB";"3.0";"396.50";"0";"2.28";"8";"CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"22.70";"0.42";"6.72";"9.72";"1";"CHEMBL5123395";"Inhibition of CDK5/p35 (unknown origin)";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL5120846";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"INHIBITOR";"";"1.0"
"CHEMBL2103851";"AMUVATINIB";"2.0";"447.52";"0";"3.30";"13; MP470";"S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1";"IC50";"'<'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3811330";"Inhibition of AXL in human GIST cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"GIST";"None";"";"";"";"CHEMBL4895";"Tyrosine-protein kinase receptor UFO";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808287";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"";"";"1.0"
"CHEMBL2103863";"ABEXINOSTAT";"3.0";"397.43";"0";"2.42";"Abexinostat";"CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5352100";"Inhibition of HDAC11 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3310";"Histone deacetylase 11";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5346979";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"";"";"1000.0"
"CHEMBL2103879";"GANETESPIB";"3.0";"364.41";"0";"3.25";"STA-9090";"CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5371245";"Inhibition of MAO A in mouse GL26 cells preincubated for 20 mins followed by 14C-labeled 5-hydroxytryptamine addition and measured after 20 mins by scintillation counter analysis";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"GL26";"None";"";"";"";"CHEMBL3681";"Monoamine oxidase A";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5370536";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 0.6667 hr";"";"";"10.0"
"CHEMBL2103840";"DINACICLIB";"3.0";"396.50";"0";"2.28";"Dinaciclib";"CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"22.70";"0.42";"6.72";"9.72";"1";"CHEMBL5230721";"Inhibition of CDK5 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4036";"Cyclin-dependent kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230096";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"1.0"
"CHEMBL2103872";"CEFTOLOZANE";"4.0";"666.70";"3";"-3.90";"CXA-101, FR-264205";"Cn1c(N)c(NC(=O)NCCN)c[n+]1CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c3nsc(N)n3)[C@H]2SC1";"IC50";"'='";"0.07";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1658199";"Inhibition of Pseudomonas aeruginosa PAO1 PBP1b by SDS-PAGE";"B";"BAO_0000019";"assay format";"Pseudomonas aeruginosa PAO1";"None";"None";"None";"None";"";"";"";"CHEMBL612545";"Unchecked";"";"UNCHECKED";"CHEMBL1649308";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2010";"None";"";"";"";"0.07"
"CHEMBL2103875";"TRAMETINIB";"4.0";"615.40";"1";"3.94";"1";"CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4686982";"Antiproliferative activity against human HL60 cells harboring NRAS K61L mutant assessed as inhibition of cell viability after 96 hrs by Celltiter-Glo assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HL-60";"None";"";"";"";"CHEMBL383";"HL-60";"Homo sapiens";"CELL-LINE";"CHEMBL4680253";"1";"Scientific Literature";"Eur J Med Chem";"2020";"CHEMBL3307654";"TIME = 96.0 hr";"";"";"0.003"
"CHEMBL2103772";"RACECADOTRIL";"4.0";"385.49";"0";"2.98";"Racecadotril";"CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1";"IC50";"'='";"99000.0";"nM";"4.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4028923";"Inhibition of human MRP3 overexpressed in Sf9 insect cell membrane vesicles assessed as uptake of [3H]-estradiol-17beta-D-glucuronide in presence of ATP and GSH measured after 10 mins by membrane vesicle transport assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5918";"Canalicular multispecific organic anion transporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4028801";"1";"Scientific Literature";"Toxicol Sci";"2013";"None";"";"";"";"99.0"
"CHEMBL2103840";"DINACICLIB";"3.0";"396.50";"0";"2.28";"Dinaciclib";"CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4429336";"Antiparasitic activity against bloodstream form of Trypanosoma brucei 221 infected in mouse VSMC assessed as reduction in parasitic proliferation after 48 hrs by cell titer-glo based assay";"F";"BAO_0000218";"organism-based format";"Trypanosoma brucei";"None";"None";"None";"None";"";"";"";"CHEMBL612849";"Trypanosoma brucei";"Trypanosoma brucei";"ORGANISM";"CHEMBL4428064";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"";"";"";"80.0"
"CHEMBL2103840";"DINACICLIB";"3.0";"396.50";"0";"2.28";"Dinaciclib";"CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12";"IC50";"'='";"1.6";"nM";"8.80";"";"";"UO_0000065";"22.18";"0.41";"6.52";"9.50";"0";"CHEMBL5048662";"Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1907600";"Cyclin-dependent kinase 5/CDK5 activator 1";"Homo sapiens";"PROTEIN COMPLEX";"CHEMBL5046275";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 1.5 hr";"INHIBITOR";"";"1.6"
"CHEMBL2103840";"DINACICLIB";"3.0";"396.50";"0";"2.28";"2; SCH727965";"CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"22.70";"0.42";"6.72";"9.72";"0";"CHEMBL4841250";"Inhibition of CDK4 (unknown origin) expressed in Sf9 insect cells incubated for 1 hr in presence of [gamma33P]ATP by liquid scintillation counter method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL331";"Cyclin-dependent kinase 4";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4840335";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";"";"1.0"
"CHEMBL2103774";"TIBOLONE";"4.0";"312.45";"0";"3.88";"TIBOLONE";"C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909088";"DRUGMATRIX: Alpha-2A adrenergic receptor radioligand binding (ligand: MK-912)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"Sf9";"Membrane";"";"";"";"CHEMBL1867";"Alpha-2a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308860";"";"";"";""
"CHEMBL2103774";"TIBOLONE";"4.0";"312.45";"0";"3.88";"TIBOLONE";"C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909087";"DRUGMATRIX: Alpha-1D adrenergic receptor radioligand binding (ligand: prazosin)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL223";"Alpha-1d adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307715";"";"";"";""
"CHEMBL2103863";"ABEXINOSTAT";"3.0";"397.43";"0";"2.42";"Abexinostat";"CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12";"IC50";"'='";"370.0";"nM";"6.43";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5352091";"Cytotoxicity against human Bel-7402 cells incubated for 72 hrs measured by MTT assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Bel-7402";"None";"";"";"";"CHEMBL614279";"Bel-7402";"Homo sapiens";"CELL-LINE";"CHEMBL5346979";"1";"Scientific Literature";"J Med Chem";"2023";"CHEMBL3307770";"TIME = 72.0 hr";"";"";"0.37"
"CHEMBL2103875";"TRAMETINIB";"4.0";"615.40";"1";"3.94";"EUB0000124b";"CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1";"IC50";"'='";"2.2";"nM";"8.66";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445917";"Affinity Phenotypic Cellular interaction: (Cytotoxicity sulforhodamine B assay (growth inhibitory activity in human colorectal cancer cell line LoVo, K-Ras mutation)) EUB0000124b MAP2K2";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"LoVo";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL2964";"Dual specificity mitogen-activated protein kinase kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL3307691";"Affinity Phenotypic Cellular Source Knowledge: https://www.spandidos-publications.com/10.3892/ijo.2011.1015";"";"";"2.2"
